Date,Area is: World,Sub Area is: Country,Sub Area is: City,Image url,Special colum: lpi,Item title ENG,Item ENG,Item title ITA,Item ITA,Item title POR,Item POR,Item title DEU,Item DEU,Item title FRA,Item FRA,Item title CHI,Item CHI,Item title JAP,Item JAP,Item ESP,Item title GAE,Item GAE,Item title MAG,Item MAG,Item title URD,Item URD
"Friday, February 1, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, February 2, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, February 3, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, February 4, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, February 5, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, February 6, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, February 7, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, February 8, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, February 9, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, February 10, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, February 11, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, February 12, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, February 13, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, February 14, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, February 15, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, February 16, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, February 17, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, February 18, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, February 19, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, February 20, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, February 21, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, February 22, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, February 23, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, February 24, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, February 25, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, February 26, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, February 27, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, February 28, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, March 1, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, March 2, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, March 3, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, March 4, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, March 5, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, March 6, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, March 7, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, March 8, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, March 9, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, March 10, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, March 11, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, March 12, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, March 13, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, March 14, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, March 15, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, March 16, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, March 17, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, March 18, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, March 19, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, March 20, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, March 21, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, March 22, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, March 23, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, March 24, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, March 25, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, March 26, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, March 27, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, March 28, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, March 29, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, March 30, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, March 31, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, April 1, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, April 2, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, April 3, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, April 4, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, April 5, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, April 6, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, April 7, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, April 8, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, April 9, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, April 10, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, April 11, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, April 12, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, April 13, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, April 14, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, April 15, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, April 16, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, April 17, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, April 18, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, April 19, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, April 20, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, April 21, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, April 22, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, April 23, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, April 24, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, April 25, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, April 26, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, April 27, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, April 28, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, April 29, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, April 30, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, May 1, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, May 2, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, May 3, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, May 4, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, May 5, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, May 6, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, May 7, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, May 8, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, May 9, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, May 10, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, May 11, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, May 12, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, May 13, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, May 14, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, May 15, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, May 16, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, May 17, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, May 18, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, May 19, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, May 20, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, May 21, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, May 22, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, May 23, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, May 24, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, May 25, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, May 26, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, May 27, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, May 28, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, May 29, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, May 30, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, May 31, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, June 1, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, June 2, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, June 3, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, June 4, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, June 5, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, June 6, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, June 7, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, June 8, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, June 9, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, June 10, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, June 11, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, June 12, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, June 13, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, June 14, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, June 15, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, June 16, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, June 17, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, June 18, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, June 19, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, June 20, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, June 21, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, June 22, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, June 23, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, June 24, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, June 25, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, June 26, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, June 27, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, June 28, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, June 29, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, June 30, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, July 1, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, July 2, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, July 3, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, July 4, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, July 5, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, July 6, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, July 7, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, July 8, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, July 9, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, July 10, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, July 11, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, July 12, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, July 13, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, July 14, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, July 15, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, July 16, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, July 17, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, July 18, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, July 19, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, July 20, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, July 21, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, July 22, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, July 23, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, July 24, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, July 25, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, July 26, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, July 27, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, July 28, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, July 29, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, July 30, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, July 31, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, August 1, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, August 2, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, August 3, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, August 4, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, August 5, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, August 6, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, August 7, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, August 8, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, August 9, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, August 10, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, August 11, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, August 12, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, August 13, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, August 14, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, August 15, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, August 16, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, August 17, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, August 18, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, August 19, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, August 20, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, August 21, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, August 22, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, August 23, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, August 24, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, August 25, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, August 26, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, August 27, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, August 28, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, August 29, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, August 30, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, August 31, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, September 1, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, September 2, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, September 3, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, September 4, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, September 5, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, September 6, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, September 7, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, September 8, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, September 9, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, September 10, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, September 11, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, September 12, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, September 13, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, September 14, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, September 15, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, September 16, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, September 17, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, September 18, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, September 19, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, September 20, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, September 21, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, September 22, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, September 23, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, September 24, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, September 25, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, September 26, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, September 27, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, September 28, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, September 29, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, September 30, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, October 1, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, October 2, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, October 3, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, October 4, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, October 5, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, October 6, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, October 7, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, October 8, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, October 9, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, October 10, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, October 11, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, October 12, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, October 13, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, October 14, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, October 15, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, October 16, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, October 17, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, October 18, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, October 19, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, October 20, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, October 21, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, October 22, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, October 23, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, October 24, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, October 25, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, October 26, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, October 27, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, October 28, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, October 29, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, October 30, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, October 31, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, November 1, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, November 2, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, November 3, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, November 4, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, November 5, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, November 6, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, November 7, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, November 8, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, November 9, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, November 10, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, November 11, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, November 12, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, November 13, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, November 14, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, November 15, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, November 16, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, November 17, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, November 18, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, November 19, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, November 20, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, November 21, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, November 22, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, November 23, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, November 24, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, November 25, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, November 26, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, November 27, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, November 28, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, November 29, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, November 30, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, December 1, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, December 2, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, December 3, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, December 4, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, December 5, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, December 6, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, December 7, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, December 8, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, December 9, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, December 10, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, December 11, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, December 12, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, December 13, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, December 14, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, December 15, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, December 16, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, December 17, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, December 18, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, December 19, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, December 20, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, December 21, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, December 22, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, December 23, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, December 24, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, December 25, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, December 26, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, December 27, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, December 28, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, December 29, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, December 30, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, December 31, 2013",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, January 1, 2014",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, January 2, 2014",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, January 3, 2014",World,,,,,,,,,,,,,,,,,,,,,,,,,
